,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
3/15/2013,0.9339,-0.5723,2.5525,-1.2817,-0.6533,5.5674,-2.7711,-0.8493,-0.9468,2.8553,-0.3417,0.0326,8.2607,-0.5247,1.2821,3.6743,-1.2833,-1.0854,-3.9583,-0.226,4.6791,1.7087,-4.1348,,,-0.7369,,0.398,0.8517,-0.8007,-3.7709,7.1017,-1.054,,,10.2165,4.3418,,-1.1916,,,12.2172,14.52,,,1.3061,,0.468,,-5.2991,6.7424,,,5.9809,,-8.6517,-29.4268,,2.5822,,-3.1804,,3.0641,,,1.8673,-4.4313,,,-0.1031,,12.9252,4.9521,,,,,0,,,-5.2284,0,-3.8103,,-0.2358,,,,9.7946,,,-0.8,-2.4942,16.8901,,,,,,-12.037,3.1496,3.0667,,,-6.7826,-0.4796,,,,-7.2217,0,,,,-3.4896,-34.1815,-1.8692,5.6795,,0.5556,,-45.4545,5.9102,-4.2194,,13.2231,,-6.2331,-2.1104,-3.7249,2.243,-7.2308,,,,,0.7426,-5.8617,-23.1293,,2.439,2.5496,0,,,,-6.9212,,,,-4.9793,,11.7978,-4.0708,-4.4248,-6.25,,,,,,-5.0847,
3/22/2013,0.6495,0.7527,0.6901,5.176,0.3259,-9.1385,1.3389,-2.13,2.7337,-0.1922,-1.4694,-1.4452,7.9583,-0.1319,-3.8312,-7.3298,-1.0592,-0.1802,0.8677,-4.6999,-2.5543,-4.68,20.9265,,,0.3712,,7.6313,1.9393,1.5247,-3.4833,1.1828,-1.0652,,,3.6135,-6.4729,,0.5541,,,1.6129,-0.5836,,,10.3137,,3.1056,,24.5487,-8.2447,,,1.6124,,5.5351,5.0542,,0.2288,,-5.447,,-2.7413,,,-0.0655,-0.1546,,,-6.8088,,-2.4096,12.3288,,,,,-5.0847,,,-0.9512,-1.505,1.4085,,-9.8109,,,,5.4676,,,-1.2097,1.1303,16.7431,,,,,,21.0526,-1.5267,2.1992,,,-11.7537,-1.1245,,,,8.3243,-4.6154,,,,-0.565,-9.0077,0,12.8599,,6.7219,,66.6667,0,4.4053,,20.073,,1.1561,-7.0481,2.9762,-9.3236,0.8292,,,,,12.7764,4.4832,-2.6549,,2.8571,0.6906,-0.5,,,,-1.0256,,,,1.7467,,-5.5276,-4.428,2.7778,-4.3333,,,,,,-0.8929,
3/29/2013,2.4573,7.5368,8.2124,6.162,2.3219,3.7218,1.8875,-2.9007,2.2888,-1.4335,3.1649,0.7277,-1.974,4.3134,-1.8779,-4.5632,2.5791,-0.1313,-0.6452,0.6536,0,2.2661,4.8877,,,0.3698,,1.2891,2.5161,7.3763,3.985,1.5586,0.6729,,,5.1175,2.4364,,-0.2917,,,7.5397,-2.428,,,3.8177,,0.753,,-16.4493,4.5652,,,12.7556,,14.4522,-3.4364,,-0.4566,,3.8698,,0.8734,,,4.9132,6.9659,,,4.3542,,-2.1605,1.4905,,,,,-0.744,,,-1.1524,3.056,1.9097,,-2.8834,,,,8.4584,,,-1.6327,-2.8235,5.6974,,,,,,-4.3478,-7.7519,-0.7595,,,-12.8964,-0.3249,8.2689,,,4.8902,-5.6452,,,,-0.5682,5.6508,8.5714,11.2245,,2.6747,,20,-1.3393,5.0633,,3.9514,,-2.8571,3.3006,-5.2023,-3.4274,0.3289,,,,,-6.3181,-2.1454,-2.7273,,5.5556,0.1372,-0.7897,,,,-4.6632,,,,2.5751,,-4.2553,-2.1236,1.3514,-6.6202,,,,,,-1.8018,
4/5/2013,0.4486,-3.208,0.3593,1.4925,5.1059,-8.7142,0.8336,-1.1224,-3.1654,7.6623,-0.8673,-2.4409,-1.9856,-5.6962,-2.2357,1.6393,-2.9412,-1.4128,-4.329,2.3613,-6.0288,-5.7448,-3.0227,,,-2.7119,,-4.5455,-2.9333,-1.6865,-2.3861,0.8371,-4.9733,,,-3.7144,-0.6894,,11.0208,,,-8.8561,-1.9962,,,-3.1895,,1.0463,,-10.4944,-1.6286,,,-2.0027,,3.055,-3.0249,,-2.7523,,-2.3709,,-3.5813,,,-3.0596,18.3792,,,-2.3338,,-2.2082,-4.1389,,,,,-3.2984,,,5.3756,3.1301,-7.4957,,-2.969,,,,-2.4319,,,7.4689,-1.816,-6.8773,,,,,,-4.5455,42.8571,3.1888,,,-3.1553,-3.26,11.7582,,,-7.4215,-0.8547,,,,-12,-3.8874,-1.7544,3.9755,,-12.605,,-65.8333,-1.5837,-14.4578,,0.5848,,-33.8235,-3.886,-4.5732,0,0.8197,,,,,6.2791,-0.9744,2.8037,,6.1404,-0.274,-0.6512,,,,-10.5978,,,,-1.046,,-13.0556,-4.7337,-5.3333,-13.806,,,,,,-7.3394,
4/12/2013,5.6429,9.6263,7.0871,7.2376,16.4123,2.5737,6.2649,0.1746,4.7154,0.9073,4.8445,2.9507,6.5517,11.8121,2.36,11.1111,1.4174,2.7662,13.5747,10.669,0,-0.0871,62.8571,,,-1.1513,,4.5714,1.2026,0.251,4.4444,6.9872,-4.3894,,,0.1498,3.714,,0.9663,,,1.6194,1.3951,,,0.5426,,16.2722,,15.6977,5.6006,,,11.0467,,8.3004,-1.8349,,3.3019,,3.0356,,6.5306,,,1.5137,7.824,,,4.9964,,1.6129,5.1532,,,,,4.1085,,,1.1678,-13.738,-0.3683,,6.2587,,,,-4.4693,,,-2.3166,2.3428,-2.3952,,,,,,14.2857,11.1765,9.5179,,,1.0025,-2.8644,-3.2448,,,-0.4111,1.7241,,,,-4.1558,1.325,9.8214,1.9118,,11.3101,,-41.4634,15.1724,7.9812,,-1.1628,,2.6667,7.2776,8.6262,-3.9666,-1.1382,,,,,6.1269,1.107,4.5455,,6.1983,6.044,1.311,,,,16.1094,,,,7.8224,,9.2652,11.3872,-5.1643,0.8658,,,,,,-2.9703,
4/19/2013,-0.5203,2.3878,-1.8067,-0.1703,-1.5104,-1.0036,-3.0256,-1.1855,53.5701,-7.4925,1.1281,-1.3405,-0.3236,25.1301,-1.6265,-3.2661,-0.7711,-2.2864,-3.5857,9.9531,-2.0921,2.0044,-3.5885,,,-0.567,,0.1821,4.9055,0.3339,2.0567,3.4594,-7.7693,,,-1.8325,-1.3722,,4.1183,,,-2.7888,-2.0914,,,3.7779,,-0.1272,,1.8425,-4.7031,,,-18.279,,4.3796,-0.9346,,0,,34.3855,,9.5402,,,28.2995,0.4535,,,2.6207,,-1.2698,-0.9272,,,,,-2.9039,,,1.6403,-8.1481,1.8484,,-11.1257,,,,-6.1179,,,-1.9763,1.1446,-3.0675,,,,,,16.6667,-4.2328,4.7404,,,-3.2258,-0.0867,2.2866,,,-3.8184,-2.5424,,,,0.271,-1.4453,4.878,-2.4531,,-2.3864,,41.6667,-4.1916,-5.2174,,1.7647,,2.381,9.129,-5.2941,-13.2609,-5.7566,,,,,-0.2036,-2.6764,-8.6957,,-2.7237,-2.2021,-16.1754,,,,-9.6859,,,,-2.6471,,-6.4327,-4.0892,3.3003,12.4464,,,,,,-11.2245,
4/26/2013,-1.6509,-3.3666,5.077,-2.6935,1.8911,3.6866,11.6242,3.4227,-7.6869,7.2786,-3.4535,1.9772,1.1364,0.4157,2.1984,15.1313,0.2428,3.2194,7.8512,6.4455,-1.4245,2.6912,10.8354,,,-1.5259,,0.7273,-2.9625,-0.7488,2.1543,18.25,10.402,,,-5.981,1.5609,,1.5599,,,1.6393,-12.3665,,,1.3373,,5.4777,,3.2895,-1.5051,,,-9.3122,,4.5455,-6.6038,,4.1096,,6.4829,,-4.0574,,,-4.0059,-0.2257,,,1.1425,,1.6077,28.6096,,,,,-1.4571,,,5.3198,1.6129,-0.363,,0.7364,,,,4.8874,,,0.8065,-2.561,1.2658,,,,,,6.4286,5.5249,2.8017,,,3.8462,10.2431,2.4342,,,20.279,-2.6087,,,,0,4.0503,0.7752,40.3846,,4.9558,,,10.4167,16.5138,,6.9364,,0.6342,3.2233,17.3913,1.7544,-7.6789,,,,,1.2371,2.125,8.5714,,-0.4,1.9868,9.0909,,,,6.6667,,,,5.7402,,5.625,14.3411,-0.1597,3.0534,,,,,,5.1724,
5/3/2013,1.0803,7.3375,2.4627,-1.7531,22.8809,-1.1556,3.6735,-1.3988,-3.8345,-1.1778,5.5872,-5.5893,-2.7555,-4.8726,4.3911,6.4084,-7.219,5.8039,-10.1533,-0.1781,-3.6127,-1.8719,-7.8358,,,1.6434,,-5.3159,2.5142,-5.6999,4.4898,0.185,-2.7457,,,6.8071,-0.2673,,3.0719,,,-4.0323,-6.2861,,,-3.9223,,0.3623,,-3.8217,2.9851,,,5.8054,,-0.6689,4.0404,,-12.2807,,-0.3824,,1.8228,,,-9.9691,1.0181,,,11.2957,,-0.6329,-6.7568,,,,,-12.1401,,,-3.5187,-0.7937,-1.4572,,-0.8772,,,,6.7611,,,-1.6,3.8509,-9.375,,,,,,10.7383,1.5707,1.6771,,,0,13.3071,-6.0621,,,3.0241,6.25,,,,-6.2162,-2.953,-6.1538,-5.5848,,1.1804,,252.9412,-9.8113,-1.9685,,8.6486,,-2.3109,-6.9145,-1.0582,2.7094,-17.0132,,,,,6.3265,-6.6095,1.7544,,-12.4498,1.6883,-6.6038,,,,16.8478,,,,-18,,-1.1834,-1.8644,5.76,35.1852,,,,,,13.6612,
5/10/2013,4.7846,-4.116,-2.5725,0.2254,2.7577,4.7212,7.8108,2.5952,5.8429,6.0813,1.4541,6.7806,1.7607,4.4526,-1.2943,-3.2324,-1.9321,1.17,3.4115,-15.165,3.7481,8.563,-2.6721,,,3.0336,,-8.3024,8.3212,7.8222,-7.2266,-3.693,-6.6865,,-1.3274,-1.7451,-8.2077,,-6.9452,,,0,1.3689,,,1.8695,,-0.4212,,6.457,-2.3119,,,7.1995,,-8.4175,-4.8544,,-0.5,,3.1591,,18.5106,,,-1.917,0.5599,,,3.6418,,-0.9554,-6.9119,,,,,13.1975,,,2.3529,-8.4,-5.1756,,6.9322,,,11.6495,5.0064,,,5.6911,8.1813,2.2989,,,,,,6.1818,-7.2165,8.6598,,,17.7778,6.5323,2.7362,,,-3.3683,-5.042,,,,2.4496,5.1176,-6.5574,4.4643,,2.8333,,-83.125,1.2552,-0.8032,,-10.9453,,1.7204,-3.4345,10.4278,-25.1799,15.4897,,,,,-10.5566,5.2425,0,,-0.9174,-1.341,2.7778,,,,5.1163,,,,1.7422,,7.1856,-0.6908,1.9667,-3.5616,,,,,,9.1346,
5/17/2013,-2.0006,6.4675,6.3925,-1.0214,-2.3876,-1.0734,2.8865,5.9022,-1.1687,-1.1907,-5.4226,0.3868,-0.784,1.5705,0.6901,26.2658,-0.6922,3.8901,-6.1856,8.6225,3.4682,7.1456,10.3993,,,1.2405,,1.7672,-3.6119,-3.1327,1.7544,1.0956,5.7962,,-0.2242,2.2394,-1.6423,,-1.6872,,,0.8403,-2.8359,,,4.9064,,19.1541,,23.7947,3.9915,,,9.2012,,8.2721,22.449,,11.0553,,13.2942,,-0.5136,,,-3.909,-1.4477,,,7.2869,,10.2894,30.5389,,,,,1.9562,,,5.8621,15.7205,6.8226,,-1.5172,,,0.9234,3.3822,,,20.7692,0.1632,-3.1461,,,,,,-18.379,-5,24.8577,,,7.7568,8.8063,4.9246,,,-0.7168,0.885,,,,9.2827,7.1053,5.2632,1.0684,,8.9141,,48.1481,13.2231,-2.0243,,-6.7039,,0.2114,4.9628,-0.2421,1.2821,8.8757,,,,,-0.2146,-0.6227,-3.4483,,-6.9444,6.4078,11.466,,,,-5.531,,,,-3.7671,,-10.6145,-2.9565,-0.5935,0.5682,,,,,,1.7621,
5/24/2013,-1.8653,-0.8703,3.6985,0.2651,-6.2404,-0.1736,-2.3472,-0.7166,-1.3712,-3.6249,0.5937,6.4861,-4.7684,3.6289,9.2358,-4.205,1.7694,-4.0769,4.1758,1.5489,-3.2123,5.6122,6.9254,,,-1.6239,,-5.3115,-7.7461,12.0851,0.6207,-6.2585,3.4317,,-0.1348,0.1511,-0.0742,,-1.4543,,,0,-10.8409,,,-1.9279,,4.2596,,-6.7839,-0.4755,,,2.4655,,-0.6791,14.3333,,-0.905,,-8.4502,,-4.5551,,,-0.8197,-4.1808,,,-0.6711,,-0.8746,18.6239,,,,,2.7629,,,2.063,-2.6415,7.4818,,-5.042,,,-2.6532,-12.298,,,7.0064,3.8023,-3.7123,,,,,,-2.0979,-7.0175,27.3556,,,3.1128,-3.4772,-4.2146,,,0.6318,8.7719,,,,-2.4453,2.3342,-3.3333,-4.6512,,5.6548,,0,-5.8394,7.438,,-4.1916,,-0.6329,-2.2065,-7.0388,-1.8987,-5.7971,,,,,0.2151,4.0226,0,,0.4975,1.8248,2.2777,,,,-0.4684,,,,-5.3381,,-4.375,-3.2258,6.4179,-11.2994,,,,,,-5.6277,
5/31/2013,0.8729,-2.3831,0.9565,-5.0798,-3.3678,-3.6087,0.0142,-2.2294,2.4617,-1.6033,-2.6246,-1.0252,-1.8026,-4.8417,6.6196,-0.5523,-1.5806,0.211,2.1097,3.3842,-4.6176,5.6936,-0.8387,,,-0.1951,,2.1575,-2.3644,-1.8223,-0.4112,5.7225,-2.6775,,0.135,-3.8839,1.2254,,7.1429,,,-1.25,4.053,,13.0435,8.8824,,-3.3074,,-4.8518,0,,,-6.5309,,-0.1709,0.7289,,8.6758,,-3.3113,,2.1317,,,2.3875,-2.3585,,,-1.3649,,-2.0588,3.7896,,,,,-1.7177,,,0.883,-1.1628,-2.2071,,3.0973,,,3.7594,-16.8539,,,16.369,0.8373,-4.0964,,,,,,-2.8571,7.5472,8.9499,,,0,1.3043,-2.6,,,-1.3453,-1.6129,,,,10.0264,-1.4406,3.4483,-6.0976,,-3.9437,,226.6667,-0.3876,1.9231,,-7.5,,-1.9108,3.0218,-1.8277,-4.5161,6.3462,,,,,3.4335,6.4932,-2.6786,,-5.4455,-1.4337,-2.9454,,,,0.9412,,,,0.2506,,-2.6144,8.1481,12.763,-4.4586,,,,,,0.9174,
6/7/2013,-2.6203,-2.9148,-5.2507,-1.7109,6.4577,-3.4732,-0.4693,0.3281,3.0873,-3.2794,-6.0128,-0.782,0.4953,-0.64,0.8827,16.3695,0.3747,0.767,-1.0331,4.9331,-1.6641,0.9468,20.8955,,,-0.2406,,-1.7951,4.9053,-0.464,-3.4412,96.3723,0.628,,1.2247,-16.2417,0.3302,,5.3444,,,-3.7975,0.2247,,13.5165,7.556,,8.5513,,-7.0822,0.5461,,,7.0438,,-14.2123,-1.3025,,-1.2605,,1.3413,,2.5545,,,2.9297,-2.2947,,,-1.7126,,-3.003,-3.5768,,,13.0926,,7.9027,,,-0.348,-5.2941,-0.1736,,1.1445,,,-1.1775,6.973,,,4.0921,0.3633,-0.7538,,,,,,5.8824,-1.7544,8.5433,,,-4.717,18.0871,-3.4908,,,-4.5455,-1.6393,,,,-0.8393,-1.218,-1.6667,-11.5702,,-1.6862,,-18.3673,-6.2062,2.6415,,-4.7297,,-22.9437,13.9617,-7.7128,2.3649,-3.6166,,,,,28.2158,-1.6968,1.8349,,-1.5707,-3.6364,-7.772,,,,-6.7599,,,,0.125,,-8.7248,7.0205,-0.3731,-6.3333,,,,,,-3.1818,
6/14/2013,-0.872,-1.2516,-5.7906,-1.4067,-7.9883,-1.0748,-2.8576,3.5971,-3.019,-2.2886,-1.3406,0.4094,-5.1029,-5.314,3.3397,-2.8887,1.92,-2.3582,-1.8789,1.0545,5.0769,-2.6197,13.5215,,,0.3617,,-0.3226,-3.0186,-0.8547,-3.4212,-6.4079,-3.3878,,-3.9849,5.7611,-3.8391,,1.4121,,,0,-12.1076,,-2.9526,2.3003,,5.2827,,-1.9817,1.2559,,,1.7178,,0,-7.478,,-4.2553,,1.4925,,-16.1908,,,-1.1618,-5.9333,,,-4.7951,,-1.2384,-2.5502,,,-14.1154,,-1.2676,,,-0.2646,-4.5549,0.1739,,-4.3847,,,1.9248,3.6382,,,0.4914,4.1365,20.7595,,,,,,-19.4444,0,16.5489,,,-1.7822,7.5805,-10.266,,,12.6667,3.3333,,,,-6.8924,0.4932,19.4915,-6.5421,,-0.0746,,-49.6875,-5.6212,-2.5735,,-0.7092,,3.6517,10.1579,-1.4409,-3.9604,12.0075,,,,,-0.4854,-10.4718,2.7027,,1.0638,-1.1321,-6.6613,,,,1.5,,,,-3.995,,2.9412,1.92,-12.6092,-6.7616,,,,,,-6.1033,
6/21/2013,-4.5828,-6.5097,-6.0927,0.8848,-9.0575,-9.9197,2.8534,-3.3302,-5.3941,-4.0425,-4.3688,-3.4149,-7.4244,-7.449,-5.2639,-16.658,1.2036,-3.1795,-4.0426,-4.3913,2.7818,-3.6533,-6.8876,,,3.9105,,18.6084,0.4883,1.0188,-2.4354,-3.2426,20.1169,,1.1561,-1.1515,0.7224,,-2.5013,,,7.8947,-3.0612,,3.3915,5.7429,,6.162,,-4.3546,-0.9387,,,-0.9873,,-0.0998,2.0602,,-3.5556,,4.3147,,-6.6691,,,-2.4978,4.9934,,,0.8492,,-26.9592,-4.6788,,,17.7788,,0.428,,,-4.0318,4.7722,2.0833,,-7.0266,,,0.8094,-3.1692,,,22.4939,2.7805,-11.74,,,,,,0.8621,-10.119,-28.3983,,,0.2016,8.6873,4.3272,,,-4.4801,-15.3226,,,,2.4675,-1.7178,53.1915,-3.1429,,3.7313,,-19.8758,-2.1978,-4.9057,,-5,,1.626,-12.3988,-0.8772,1.7182,1.5075,,,,,-1.1382,3.4062,6.1404,,5.7895,-1.5267,12.1238,,,,-0.2463,,,,-4.4213,,17.1429,-7.0644,3.5714,5.7252,,,,,,-8,
6/28/2013,2.7131,4.9969,8.1005,0.3846,4.3672,15.3644,7.0213,1.3224,5.3726,4.2354,0.2518,0.3799,3.8284,5.4024,2.3834,1.6139,2.9473,3.9154,0.6652,22.1919,1.1396,6.8597,0.9455,,,-0.1648,-2.0784,5.0477,-6.5897,3.8014,2.2693,2.9669,14.8271,,0.6857,3.8978,7.5123,,-2.6977,,,0,-12.8947,,18.5239,7.4713,,7.0481,,29.2683,-1.8613,,,-0.1863,,-9.2907,-0.1553,,0,,2.487,,4.3495,,,-0.5726,3.1289,,,-7.9268,,0,-0.4992,,,6.9582,,6.9602,,,10.2156,-10.559,-4.4218,,-7.7168,,,23.4612,12.0342,,,8.5828,-0.4348,5.9382,,,,,,-5.1282,2.649,-2.2975,,,1.4085,-12.4334,0.625,,,5.0442,-4.7619,,,,3.6755,-6.8664,435.6481,-2.9499,,14.5504,,2.3256,-0.6742,0.3968,,7.5188,,-10.9333,11.0242,-5.8997,2.027,11.2211,,,,,0.9539,-4.2884,23.9669,,1.99,-0.2584,8.4356,,,,-6.6667,,-14.2857,,6.2585,,4.2683,-8.277,7.1724,-5.0542,,,,,,8.6957,
7/5/2013,4.7017,3.9984,2.9972,-1.0339,3.8243,7.6818,0.5879,-0.6123,2.9603,4.5642,6.9788,2.0397,10.9663,1.8131,4.9323,-0.7636,-0.9543,2.1118,7.489,11.6487,2.1127,22,-0.6061,,,2.2583,17.2207,3.8961,6.5995,4.6338,2.145,12.6456,-0.3122,,-0.227,3.9241,5.1264,,6.1158,,,-2.439,5.5388,,-4.1921,7.0321,,-2.9435,,1.1321,6.1379,,,6.9166,,9.4714,3.888,,9.6774,,2.6732,,7.406,,,10.9427,7.6456,,,6.4964,,1.2876,-13.5452,,,8.0341,,-1.3944,,,2.1166,-6.25,3.0249,,2.7586,3.4043,,6.5751,1.9775,,,-0.5515,8.2484,3.3632,,,,,,-11.7117,4.5161,5.198,,,9.5238,-2.3327,-1.8634,,,12.4684,-5,,,,-24.3276,5.63,10.7174,0.4559,,6.7672,,,-0.4525,3.9526,,0,7.75,6.2874,36.2588,10.3448,-4.9669,3.8576,,,,,-4.5292,-9.0909,2,,27.8049,2.3316,-5.7992,,,,2.381,,1.3333,,8.3867,,-9.3567,-3.8674,0.3861,-0.3802,,18.6508,,,,0,
7/12/2013,9.8628,7.5375,2.1159,6.7902,13.9284,0.1688,-0.5048,4.0532,6.5025,18.4655,8.6869,5.5435,9.1951,4.6918,0.8735,17.8209,4.4118,2.7823,0.6148,12.4,2.8966,32.3109,2.4945,,,4.3601,4.7147,4.1667,-3.7511,3.4286,3.8378,-0.941,14.1163,,1.2514,2.6141,3.2064,,0.4611,,,3.75,6.0115,,2.4639,9.5678,,23.9425,,4.9751,3.9961,,,8.9993,,11.2676,-2.2455,,10.084,,6.3953,,10.1525,,,3.0874,8.3427,,,5.6855,,0,4.5455,,,22.0138,,0.3367,,,-0.5894,8.642,6.0449,,-11.6611,16.941,,15.5932,5.0242,,,6.2847,3.9444,25.5965,,,,,,24.4898,11.7284,10.2118,,,5.9783,-2.648,2.4166,,,2.1723,11.5789,,,,12.2779,7.3604,7.8845,5.7489,,44.7059,,21.2121,11.3636,4.943,,4.8951,4.4084,7.6056,-4.4194,8.5227,3.1359,-27.4286,,,,,9.8976,2.8571,0.6536,,0.7634,3.5443,6.1562,,,,55.2972,,11.4474,,12.8175,,0,4.3103,10.1282,0,,-5.1282,,,,17,
7/19/2013,0.9884,4.8152,1.7363,4.9103,3.3308,-2.6127,-0.7877,1.8074,0.8201,-1.8292,-0.1234,0.4393,2.5971,1.9954,-1.677,4.8067,0.3885,1.3318,10.7943,-7.9181,3.4853,-11.3909,8.2747,,,-0.0814,10.8972,3.04,-2.0279,0.4834,-2.7197,5.1512,-1.0194,,-0.5618,5.1355,-2.589,,-2.9577,,,8.4337,1.0801,,-4.8507,8.0939,,6.7611,,-3.5545,10.0594,,,0.0451,,-2.3508,-0.3063,,1.9084,,-7.9354,,-2.4851,,,-0.3711,1.769,,,-1.1208,,-7.6271,11.7484,,,4.5038,,4.3624,,,1.8281,-1.3636,-0.6515,,5.2232,-0.8798,,0.5279,-4.9937,,,7.4783,0.6468,6.3903,,,,,,-9.8361,35.9116,-3.8215,,,-2.2222,-2.2933,-0.8427,,,-3.5924,560.3774,,,,4.1727,0.9456,-2.3155,-5.5794,,0.813,,25.625,5.7143,-0.3623,,-6,4.8889,-0.5236,3.6891,-1.8325,-3.0405,-4.9213,,,,,-10.4037,-3.0556,-3.8961,,-3.9773,-0.8557,1.4851,,,,11.8136,,4.7816,,1.1518,,3.871,-2.4793,3.0268,1.145,,18.9189,,,,19.2308,
7/26/2013,5.9239,4.1098,-3.0573,0.192,-2.0556,0.9952,9.5949,2.3263,-8.8126,0.2942,-1.2668,5.5502,1.6108,5.6126,4.0682,-14.2572,0.4354,3.5714,-9.9265,-6.6989,-0.5181,3.2025,-6.9431,,,1.1675,-10.2089,-8.0745,-0.7762,-4.3986,-0.2867,-3.6519,-9.289,,26.5537,-4.6923,4.1528,,-0.1314,,,-0.7407,11.2199,,2.963,3.1006,,4.041,,3.1941,-1.476,,,-16.6629,,17.7778,5.0691,,-10.1124,,-5.5484,,1.3226,,,2.381,4.1922,,,2.2103,,8.2569,-6.9536,,,-15.2516,,11.5113,,,1.6012,3.9171,1.1475,,-4.1516,1.0059,,10.8518,-0.7951,,,-6.1489,0.8997,-4.0584,,,,,,0,87.8049,-6.8812,,,-3.6713,-4.0393,-1.5864,,,-1.2167,4.1429,,,,-3.1768,-1.7564,-1.9259,0.6061,,16.129,,138.806,2.5097,-3.6364,,8.5106,-2.5424,-3.1579,-3.8425,4.2667,-0.6969,0,,,,,3.1196,-1.7192,-6.7568,,-1.7751,0.4932,-2.23,-27.6779,,,-6.6964,,-6.6479,,5.383,,-1.2422,-1.6949,-0.791,0,,-5.6324,,,,10.0358,
8/2/2013,2.369,-1.3105,2.0293,-0.4927,1.1812,14.9957,-5.1081,8.8842,-1.5735,4.2489,0.8606,2.9284,8.9079,2.1257,2.4046,10.6977,4.4316,5.7793,7.1429,0.8975,-2.0833,6.7089,9.5545,,,1.9726,3.3748,3.8851,2.249,6.2545,1.6535,0.4886,-0.1747,,-7.1429,-0.7264,5.1675,,3.1571,1.0866,,-2.2388,0.8006,,1.3965,-4.6849,,2.3188,,-16.0714,-0.605,,,3.1656,,8.805,-3.0702,,3.75,,5.7923,,-5.1894,,,-2.6114,-0.2944,,,-2.8278,,5.0847,-0.9786,,,9.592,,-7.4394,,,0.1433,1.9956,5.6726,,2.4482,6.9127,,-7.3684,4.6305,,,-6.7241,-15.2866,-2.1997,,,,,,8.1818,27.0563,38.7366,,,3.4483,0.5688,8.981,,,0.154,-9.8903,,,,0.7133,0.8343,-16.8429,-6.9277,,44.4444,,0,9.2279,7.5472,,-3.9216,-7.9348,12.7717,6.4134,2.5575,6.3158,-1.0352,,,,,3.1933,1.1662,0.7246,,6.8273,2.6994,-2.7085,6.318,,,-26.6348,,-15.1479,,-1.9646,,-1.2579,4.5977,4.7836,-1.5094,,-0.5236,,,,34.5277,
